district,reg_voters,total_votes,total_votes_percent,valid_votes,received_station,received_station_total,candidate,candidate_votes,candidate_votes_percent
KOLE,119437,70175,58.75,66978,224,225,MUGISHA MUNTU GREGG,447,0.67
KOLE,119437,70175,58.75,66978,224,225,MWESIGYE FRED,274,0.41
KOLE,119437,70175,58.75,66978,224,225,TUMUKUNDE HENRY KAKURUGU,619,0.92
KOLE,119437,70175,58.75,66978,224,225,YOWERI MUSEVENI TIBUHABURWA KAGUTA,46900,70.02
KOLE,119437,70175,58.75,66978,224,225,Invalid Votes,3197,4.56
KOTIDO,61086,43688,71.52,38842,153,154,AMURIAT OBOI PATRICK,423,1.09
KOTIDO,61086,43688,71.52,38842,153,154,KABULETA KIIZA JOSEPH,141,0.36
KOTIDO,61086,43688,71.52,38842,153,154,KALEMBE NANCY LINDA,165,0.42
KOTIDO,61086,43688,71.52,38842,153,154,KATUMBA JOHN,135,0.35
KOTIDO,61086,43688,71.52,38842,153,154,KYAGULANYI SSENTAMU ROBERT,2823,7.27
KOTIDO,61086,43688,71.52,38842,153,154,MAO NORBERT,210,0.54
KOTIDO,61086,43688,71.52,38842,153,154,MAYAMBALA WILLY,1214,3.13
KOTIDO,61086,43688,71.52,38842,153,154,MUGISHA MUNTU GREGG,234,0.6
KOTIDO,61086,43688,71.52,38842,153,154,MWESIGYE FRED,230,0.59
KOTIDO,61086,43688,71.52,38842,153,154,TUMUKUNDE HENRY KAKURUGU,957,2.46
KOTIDO,61086,43688,71.52,38842,153,154,YOWERI MUSEVENI TIBUHABURWA KAGUTA,32310,83.18
KOTIDO,61086,43688,71.52,38842,153,154,Invalid Votes,4846,11.09
KUMI,119112,70723,59.38,67387,215,215,AMURIAT OBOI PATRICK,25139,37.31
KUMI,119112,70723,59.38,67387,215,215,KABULETA KIIZA JOSEPH,327,0.49
KUMI,119112,70723,59.38,67387,215,215,KALEMBE NANCY LINDA,215,0.32
KUMI,119112,70723,59.38,67387,215,215,KATUMBA JOHN,289,0.43
KUMI,119112,70723,59.38,67387,215,215,KYAGULANYI SSENTAMU ROBERT,2105,3.12
KUMI,119112,70723,59.38,67387,215,215,MAO NORBERT,164,0.24
KUMI,119112,70723,59.38,67387,215,215,MAYAMBALA WILLY,111,0.16
KUMI,119112,70723,59.38,67387,215,215,MUGISHA MUNTU GREGG,314,0.47
KUMI,119112,70723,59.38,67387,215,215,MWESIGYE FRED,164,0.24
KUMI,119112,70723,59.38,67387,215,215,TUMUKUNDE HENRY KAKURUGU,325,0.48
KUMI,119112,70723,59.38,67387,215,215,YOWERI MUSEVENI TIBUHABURWA KAGUTA,38234,56.74
KUMI,119112,70723,59.38,67387,215,215,Invalid Votes,3336,4.72
KWANIA,87587,56002,63.94,53182,160,160,AMURIAT OBOI PATRICK,992,1.87
KWANIA,87587,56002,63.94,53182,160,160,KABULETA KIIZA JOSEPH,393,0.74
KWANIA,87587,56002,63.94,53182,160,160,KALEMBE NANCY LINDA,319,0.6
KWANIA,87587,56002,63.94,53182,160,160,KATUMBA JOHN,238,0.45
KWANIA,87587,56002,63.94,53182,160,160,KYAGULANYI SSENTAMU ROBERT,13041,24.52
KWANIA,87587,56002,63.94,53182,160,160,MAO NORBERT,318,0.6
KWANIA,87587,56002,63.94,53182,160,160,MAYAMBALA WILLY,148,0.28
KWANIA,87587,56002,63.94,53182,160,160,MUGISHA MUNTU GREGG,368,0.69
KWANIA,87587,56002,63.94,53182,160,160,MWESIGYE FRED,322,0.61
KWANIA,87587,56002,63.94,53182,160,160,TUMUKUNDE HENRY KAKURUGU,679,1.28
KWANIA,87587,56002,63.94,53182,160,160,YOWERI MUSEVENI TIBUHABURWA KAGUTA,36364,68.38
KWANIA,87587,56002,63.94,53182,160,160,Invalid Votes,2820,5.04
KWEEN,47080,33722,71.63,32684,152,152,AMURIAT OBOI PATRICK,662,2.03
KWEEN,47080,33722,71.63,32684,152,152,KABULETA KIIZA JOSEPH,46,0.14
KWEEN,47080,33722,71.63,32684,152,152,KALEMBE NANCY LINDA,112,0.34
KWEEN,47080,33722,71.63,32684,152,152,KATUMBA JOHN,47,0.14
KWEEN,47080,33722,71.63,32684,152,152,KYAGULANYI SSENTAMU ROBERT,4005,12.25
KWEEN,47080,33722,71.63,32684,152,152,MAO NORBERT,133,0.41
KWEEN,47080,33722,71.63,32684,152,152,MAYAMBALA WILLY,28,0.09
KWEEN,47080,33722,71.63,32684,152,152,MUGISHA MUNTU GREGG,49,0.15
KWEEN,47080,33722,71.63,32684,152,152,MWESIGYE FRED,30,0.09
KWEEN,47080,33722,71.63,32684,152,152,TUMUKUNDE HENRY KAKURUGU,105,0.32
KWEEN,47080,33722,71.63,32684,152,152,YOWERI MUSEVENI TIBUHABURWA KAGUTA,27467,84.04
KWEEN,47080,33722,71.63,32684,152,152,Invalid Votes,1038,3.08
KYANKWANZI,108311,67865,62.66,65356,255,255,AMURIAT OBOI PATRICK,163,0.25
KYANKWANZI,108311,67865,62.66,65356,255,255,KABULETA KIIZA JOSEPH,77,0.12
KYANKWANZI,108311,67865,62.66,65356,255,255,KALEMBE NANCY LINDA,94,0.14
KYANKWANZI,108311,67865,62.66,65356,255,255,KATUMBA JOHN,112,0.17
KYANKWANZI,108311,67865,62.66,65356,255,255,KYAGULANYI SSENTAMU ROBERT,24529,37.53
KYANKWANZI,108311,67865,62.66,65356,255,255,MAO NORBERT,74,0.11
KYANKWANZI,108311,67865,62.66,65356,255,255,MAYAMBALA WILLY,21,0.03
KYANKWANZI,108311,67865,62.66,65356,255,255,MUGISHA MUNTU GREGG,134,0.21
KYANKWANZI,108311,67865,62.66,65356,255,255,MWESIGYE FRED,138,0.21
KYANKWANZI,108311,67865,62.66,65356,255,255,TUMUKUNDE HENRY KAKURUGU,155,0.24
KYANKWANZI,108311,67865,62.66,65356,255,255,YOWERI MUSEVENI TIBUHABURWA KAGUTA,39859,60.99
KYANKWANZI,108311,67865,62.66,65356,255,255,Invalid Votes,2509,3.7
KYEGEGWA,138528,84569,61.05,81529,255,255,AMURIAT OBOI PATRICK,451,0.55
KYEGEGWA,138528,84569,61.05,81529,255,255,KABULETA KIIZA JOSEPH,60,0.07
KYEGEGWA,138528,84569,61.05,81529,255,255,KALEMBE NANCY LINDA,103,0.13
KYEGEGWA,138528,84569,61.05,81529,255,255,KATUMBA JOHN,171,0.21
KYEGEGWA,138528,84569,61.05,81529,255,255,KYAGULANYI SSENTAMU ROBERT,10656,13.07
KYEGEGWA,138528,84569,61.05,81529,255,255,MAO NORBERT,74,0.09
KYEGEGWA,138528,84569,61.05,81529,255,255,MAYAMBALA WILLY,25,0.03
KYEGEGWA,138528,84569,61.05,81529,255,255,MUGISHA MUNTU GREGG,422,0.52
KYEGEGWA,138528,84569,61.05,81529,255,255,MWESIGYE FRED,100,0.12
KYEGEGWA,138528,84569,61.05,81529,255,255,TUMUKUNDE HENRY KAKURUGU,338,0.41
KYEGEGWA,138528,84569,61.05,81529,255,255,YOWERI MUSEVENI TIBUHABURWA KAGUTA,69129,84.79
KYEGEGWA,138528,84569,61.05,81529,255,255,Invalid Votes,3040,3.59
KYENJOJO,215012,133999,62.32,129255,459,459,AMURIAT OBOI PATRICK,986,0.76
KYENJOJO,215012,133999,62.32,129255,459,459,KABULETA KIIZA JOSEPH,249,0.19
KYENJOJO,215012,133999,62.32,129255,459,459,KALEMBE NANCY LINDA,284,0.22
KYENJOJO,215012,133999,62.32,129255,459,459,KATUMBA JOHN,350,0.27
KYENJOJO,215012,133999,62.32,129255,459,459,KYAGULANYI SSENTAMU ROBERT,15158,11.73
KYENJOJO,215012,133999,62.32,129255,459,459,MAO NORBERT,106,0.08
KYENJOJO,215012,133999,62.32,129255,459,459,MAYAMBALA WILLY,53,0.04
KYENJOJO,215012,133999,62.32,129255,459,459,MUGISHA MUNTU GREGG,728,0.56
KYENJOJO,215012,133999,62.32,129255,459,459,MWESIGYE FRED,138,0.11
KYENJOJO,215012,133999,62.32,129255,459,459,TUMUKUNDE HENRY KAKURUGU,334,0.26
KYENJOJO,215012,133999,62.32,129255,459,459,YOWERI MUSEVENI TIBUHABURWA KAGUTA,110869,85.78
KYENJOJO,215012,133999,62.32,129255,459,459,Invalid Votes,4744,3.54
KYOTERA,124872,78055,62.51,75776,219,224,AMURIAT OBOI PATRICK,183,0.24
KYOTERA,124872,78055,62.51,75776,219,224,KABULETA KIIZA JOSEPH,46,0.06
KYOTERA,124872,78055,62.51,75776,219,224,KALEMBE NANCY LINDA,124,0.16
KYOTERA,124872,78055,62.51,75776,219,224,KATUMBA JOHN,131,0.17
KYOTERA,124872,78055,62.51,75776,219,224,KYAGULANYI SSENTAMU ROBERT,49132,64.84
KYOTERA,124872,78055,62.51,75776,219,224,MAO NORBERT,210,0.28
KYOTERA,124872,78055,62.51,75776,219,224,MAYAMBALA WILLY,25,0.03
KYOTERA,124872,78055,62.51,75776,219,224,MUGISHA MUNTU GREGG,151,0.2
KYOTERA,124872,78055,62.51,75776,219,224,MWESIGYE FRED,74,0.1
KYOTERA,124872,78055,62.51,75776,219,224,TUMUKUNDE HENRY KAKURUGU,102,0.13
KYOTERA,124872,78055,62.51,75776,219,224,YOWERI MUSEVENI TIBUHABURWA KAGUTA,25598,33.78
KYOTERA,124872,78055,62.51,75776,219,224,Invalid Votes,2279,2.92
LAMWO,65223,36678,56.23,33841,169,171,AMURIAT OBOI PATRICK,1183,3.5
LAMWO,65223,36678,56.23,33841,169,171,KABULETA KIIZA JOSEPH,545,1.61
LAMWO,65223,36678,56.23,33841,169,171,KALEMBE NANCY LINDA,679,2.01
LAMWO,65223,36678,56.23,33841,169,171,KATUMBA JOHN,220,0.65
LAMWO,65223,36678,56.23,33841,169,171,KYAGULANYI SSENTAMU ROBERT,8621,25.48
LAMWO,65223,36678,56.23,33841,169,171,MAO NORBERT,1981,5.85
LAMWO,65223,36678,56.23,33841,169,171,MAYAMBALA WILLY,185,0.55
LAMWO,65223,36678,56.23,33841,169,171,MUGISHA MUNTU GREGG,403,1.19
LAMWO,65223,36678,56.23,33841,169,171,MWESIGYE FRED,250,0.74
LAMWO,65223,36678,56.23,33841,169,171,TUMUKUNDE HENRY KAKURUGU,452,1.34
LAMWO,65223,36678,56.23,33841,169,171,YOWERI MUSEVENI TIBUHABURWA KAGUTA,19322,57.1
LAMWO,65223,36678,56.23,33841,169,171,Invalid Votes,2837,7.73
LIRA,103180,63486,61.53,60604,175,175,AMURIAT OBOI PATRICK,1070,1.77
LIRA,103180,63486,61.53,60604,175,175,KABULETA KIIZA JOSEPH,563,0.93
LIRA,103180,63486,61.53,60604,175,175,KALEMBE NANCY LINDA,541,0.89
LIRA,103180,63486,61.53,60604,175,175,KATUMBA JOHN,321,0.53
LIRA,103180,63486,61.53,60604,175,175,KYAGULANYI SSENTAMU ROBERT,18093,29.85
LIRA,103180,63486,61.53,60604,175,175,MAO NORBERT,1044,1.72
LIRA,103180,63486,61.53,60604,175,175,MAYAMBALA WILLY,366,0.6
LIRA,103180,63486,61.53,60604,175,175,MUGISHA MUNTU GREGG,569,0.94
LIRA,103180,63486,61.53,60604,175,175,MWESIGYE FRED,349,0.58
LIRA,103180,63486,61.53,60604,175,175,TUMUKUNDE HENRY KAKURUGU,780,1.29
LIRA,103180,63486,61.53,60604,175,175,YOWERI MUSEVENI TIBUHABURWA KAGUTA,36908,60.9
LIRA,103180,63486,61.53,60604,175,175,Invalid Votes,2882,4.54
LIRA CITY,111772,54354,48.63,52214,183,183,AMURIAT OBOI PATRICK,1523,2.92
LIRA CITY,111772,54354,48.63,52214,183,183,KABULETA KIIZA JOSEPH,453,0.87
LIRA CITY,111772,54354,48.63,52214,183,183,KALEMBE NANCY LINDA,496,0.95
LIRA CITY,111772,54354,48.63,52214,183,183,KATUMBA JOHN,326,0.62
LIRA CITY,111772,54354,48.63,52214,183,183,KYAGULANYI SSENTAMU ROBERT,17495,33.51
LIRA CITY,111772,54354,48.63,52214,183,183,MAO NORBERT,578,1.11
LIRA CITY,111772,54354,48.63,52214,183,183,MAYAMBALA WILLY,108,0.21
LIRA CITY,111772,54354,48.63,52214,183,183,MUGISHA MUNTU GREGG,359,0.69
LIRA CITY,111772,54354,48.63,52214,183,183,MWESIGYE FRED,219,0.42
LIRA CITY,111772,54354,48.63,52214,183,183,TUMUKUNDE HENRY KAKURUGU,386,0.74
LIRA CITY,111772,54354,48.63,52214,183,183,YOWERI MUSEVENI TIBUHABURWA KAGUTA,30271,57.97
LIRA CITY,111772,54354,48.63,52214,183,183,Invalid Votes,2140,3.94
LUUKA,116094,63383,54.6,60933,227,227,AMURIAT OBOI PATRICK,361,0.59
LUUKA,116094,63383,54.6,60933,227,227,KABULETA KIIZA JOSEPH,73,0.12
LUUKA,116094,63383,54.6,60933,227,227,KALEMBE NANCY LINDA,487,0.8
LUUKA,116094,63383,54.6,60933,227,227,KATUMBA JOHN,107,0.18
LUUKA,116094,63383,54.6,60933,227,227,KYAGULANYI SSENTAMU ROBERT,31842,52.26
LUUKA,116094,63383,54.6,60933,227,227,MAO NORBERT,107,0.18
LUUKA,116094,63383,54.6,60933,227,227,MAYAMBALA WILLY,34,0.06
LUUKA,116094,63383,54.6,60933,227,227,MUGISHA MUNTU GREGG,137,0.22
LUUKA,116094,63383,54.6,60933,227,227,MWESIGYE FRED,82,0.13
LUUKA,116094,63383,54.6,60933,227,227,TUMUKUNDE HENRY KAKURUGU,183,0.3
LUUKA,116094,63383,54.6,60933,227,227,YOWERI MUSEVENI TIBUHABURWA KAGUTA,27520,45.16
LUUKA,116094,63383,54.6,60933,227,227,Invalid Votes,2450,3.87
LUWERO,257115,151964,59.1,147315,471,471,AMURIAT OBOI PATRICK,459,0.31
LUWERO,257115,151964,59.1,147315,471,471,KABULETA KIIZA JOSEPH,176,0.12
LUWERO,257115,151964,59.1,147315,471,471,KALEMBE NANCY LINDA,256,0.17
LUWERO,257115,151964,59.1,147315,471,471,KATUMBA JOHN,393,0.27
LUWERO,257115,151964,59.1,147315,471,471,KYAGULANYI SSENTAMU ROBERT,103782,70.45
LUWERO,257115,151964,59.1,147315,471,471,MAO NORBERT,289,0.2
LUWERO,257115,151964,59.1,147315,471,471,MAYAMBALA WILLY,101,0.07
LUWERO,257115,151964,59.1,147315,471,471,MUGISHA MUNTU GREGG,298,0.2
LUWERO,257115,151964,59.1,147315,471,471,MWESIGYE FRED,184,0.12
LUWERO,257115,151964,59.1,147315,471,471,TUMUKUNDE HENRY KAKURUGU,211,0.14
LUWERO,257115,151964,59.1,147315,471,471,YOWERI MUSEVENI TIBUHABURWA KAGUTA,41166,27.94
LUWERO,257115,151964,59.1,147315,471,471,Invalid Votes,4649,3.06
LWENGO,139772,88105,63.03,85418,270,270,AMURIAT OBOI PATRICK,287,0.34
LWENGO,139772,88105,63.03,85418,270,270,KABULETA KIIZA JOSEPH,132,0.15
LWENGO,139772,88105,63.03,85418,270,270,KALEMBE NANCY LINDA,132,0.15
LWENGO,139772,88105,63.03,85418,270,270,KATUMBA JOHN,182,0.21
LWENGO,139772,88105,63.03,85418,270,270,KYAGULANYI SSENTAMU ROBERT,47742,55.89
LWENGO,139772,88105,63.03,85418,270,270,MAO NORBERT,121,0.14
LWENGO,139772,88105,63.03,85418,270,270,MAYAMBALA WILLY,32,0.04
LWENGO,139772,88105,63.03,85418,270,270,MUGISHA MUNTU GREGG,155,0.18
LWENGO,139772,88105,63.03,85418,270,270,MWESIGYE FRED,64,0.07
LWENGO,139772,88105,63.03,85418,270,270,TUMUKUNDE HENRY KAKURUGU,160,0.19
LWENGO,139772,88105,63.03,85418,270,270,YOWERI MUSEVENI TIBUHABURWA KAGUTA,36411,42.63
LWENGO,139772,88105,63.03,85418,270,270,Invalid Votes,2687,3.05
LYANTONDE,51076,33069,64.74,32271,111,112,AMURIAT OBOI PATRICK,117,0.36
LYANTONDE,51076,33069,64.74,32271,111,112,KABULETA KIIZA JOSEPH,61,0.19
LYANTONDE,51076,33069,64.74,32271,111,112,KALEMBE NANCY LINDA,30,0.09
LYANTONDE,51076,33069,64.74,32271,111,112,KATUMBA JOHN,69,0.21
LYANTONDE,51076,33069,64.74,32271,111,112,KYAGULANYI SSENTAMU ROBERT,7726,23.94
LYANTONDE,51076,33069,64.74,32271,111,112,MAO NORBERT,25,0.08
LYANTONDE,51076,33069,64.74,32271,111,112,MAYAMBALA WILLY,24,0.07
LYANTONDE,51076,33069,64.74,32271,111,112,MUGISHA MUNTU GREGG,137,0.42
LYANTONDE,51076,33069,64.74,32271,111,112,MWESIGYE FRED,57,0.18
LYANTONDE,51076,33069,64.74,32271,111,112,TUMUKUNDE HENRY KAKURUGU,58,0.18
LYANTONDE,51076,33069,64.74,32271,111,112,YOWERI MUSEVENI TIBUHABURWA KAGUTA,23967,74.27
LYANTONDE,51076,33069,64.74,32271,111,112,Invalid Votes,798,2.41
MADI OKOLLO,63404,39498,62.3,37084,121,121,AMURIAT OBOI PATRICK,722,1.95
MADI OKOLLO,63404,39498,62.3,37084,121,121,KABULETA KIIZA JOSEPH,384,1.04
MADI OKOLLO,63404,39498,62.3,37084,121,121,KALEMBE NANCY LINDA,348,0.94
MADI OKOLLO,63404,39498,62.3,37084,121,121,KATUMBA JOHN,273,0.74
MADI OKOLLO,63404,39498,62.3,37084,121,121,KYAGULANYI SSENTAMU ROBERT,7611,20.52
MADI OKOLLO,63404,39498,62.3,37084,121,121,MAO NORBERT,241,0.65
MADI OKOLLO,63404,39498,62.3,37084,121,121,MAYAMBALA WILLY,116,0.31
MADI OKOLLO,63404,39498,62.3,37084,121,121,MUGISHA MUNTU GREGG,534,1.44
MADI OKOLLO,63404,39498,62.3,37084,121,121,MWESIGYE FRED,178,0.48
MADI OKOLLO,63404,39498,62.3,37084,121,121,TUMUKUNDE HENRY KAKURUGU,898,2.42
MADI OKOLLO,63404,39498,62.3,37084,121,121,YOWERI MUSEVENI TIBUHABURWA KAGUTA,25779,69.52
MADI OKOLLO,63404,39498,62.3,37084,121,121,Invalid Votes,2414,6.11
MANAFWA,79924,50977,63.78,49128,211,211,AMURIAT OBOI PATRICK,1598,3.25
MANAFWA,79924,50977,63.78,49128,211,211,KABULETA KIIZA JOSEPH,110,0.22
MANAFWA,79924,50977,63.78,49128,211,211,KALEMBE NANCY LINDA,128,0.26
MANAFWA,79924,50977,63.78,49128,211,211,KATUMBA JOHN,91,0.19
MANAFWA,79924,50977,63.78,49128,211,211,KYAGULANYI SSENTAMU ROBERT,13740,27.97
MANAFWA,79924,50977,63.78,49128,211,211,MAO NORBERT,104,0.21
MANAFWA,79924,50977,63.78,49128,211,211,MAYAMBALA WILLY,32,0.07
MANAFWA,79924,50977,63.78,49128,211,211,MUGISHA MUNTU GREGG,66,0.13
MANAFWA,79924,50977,63.78,49128,211,211,MWESIGYE FRED,132,0.27
MANAFWA,79924,50977,63.78,49128,211,211,TUMUKUNDE HENRY KAKURUGU,128,0.26
MANAFWA,79924,50977,63.78,49128,211,211,YOWERI MUSEVENI TIBUHABURWA KAGUTA,32999,67.17
MANAFWA,79924,50977,63.78,49128,211,211,Invalid Votes,1849,3.63
MARACHA,101182,53070,52.45,48306,202,202,AMURIAT OBOI PATRICK,1100,2.28
MARACHA,101182,53070,52.45,48306,202,202,KABULETA KIIZA JOSEPH,364,0.75
MARACHA,101182,53070,52.45,48306,202,202,KALEMBE NANCY LINDA,840,1.74
MARACHA,101182,53070,52.45,48306,202,202,KATUMBA JOHN,282,0.58
MARACHA,101182,53070,52.45,48306,202,202,KYAGULANYI SSENTAMU ROBERT,10127,20.96
MARACHA,101182,53070,52.45,48306,202,202,MAO NORBERT,388,0.8
MARACHA,101182,53070,52.45,48306,202,202,MAYAMBALA WILLY,248,0.51
MARACHA,101182,53070,52.45,48306,202,202,MUGISHA MUNTU GREGG,527,1.09
MARACHA,101182,53070,52.45,48306,202,202,MWESIGYE FRED,263,0.54
MARACHA,101182,53070,52.45,48306,202,202,TUMUKUNDE HENRY KAKURUGU,493,1.02
MARACHA,101182,53070,52.45,48306,202,202,YOWERI MUSEVENI TIBUHABURWA KAGUTA,33674,69.71
MARACHA,101182,53070,52.45,48306,202,202,Invalid Votes,4764,8.98
MASAKA,55626,36148,64.98,34961,95,95,AMURIAT OBOI PATRICK,83,0.24
MASAKA,55626,36148,64.98,34961,95,95,KABULETA KIIZA JOSEPH,26,0.07
MASAKA,55626,36148,64.98,34961,95,95,KALEMBE NANCY LINDA,58,0.17
MASAKA,55626,36148,64.98,34961,95,95,KATUMBA JOHN,70,0.2
MASAKA,55626,36148,64.98,34961,95,95,KYAGULANYI SSENTAMU ROBERT,23132,66.17
MASAKA,55626,36148,64.98,34961,95,95,MAO NORBERT,95,0.27
MASAKA,55626,36148,64.98,34961,95,95,MAYAMBALA WILLY,9,0.03
MASAKA,55626,36148,64.98,34961,95,95,MUGISHA MUNTU GREGG,61,0.17
MASAKA,55626,36148,64.98,34961,95,95,MWESIGYE FRED,59,0.17
MASAKA,55626,36148,64.98,34961,95,95,TUMUKUNDE HENRY KAKURUGU,51,0.15
MASAKA,55626,36148,64.98,34961,95,95,YOWERI MUSEVENI TIBUHABURWA KAGUTA,11317,32.37
MASAKA,55626,36148,64.98,34961,95,95,Invalid Votes,1187,3.28
MASAKA CITY,122339,70791,57.86,69248,188,188,AMURIAT OBOI PATRICK,212,0.31
MASAKA CITY,122339,70791,57.86,69248,188,188,KABULETA KIIZA JOSEPH,25,0.04
MASAKA CITY,122339,70791,57.86,69248,188,188,KALEMBE NANCY LINDA,43,0.06
MASAKA CITY,122339,70791,57.86,69248,188,188,KATUMBA JOHN,131,0.19
MASAKA CITY,122339,70791,57.86,69248,188,188,KYAGULANYI SSENTAMU ROBERT,53444,77.18
MASAKA CITY,122339,70791,57.86,69248,188,188,MAO NORBERT,204,0.29
MASAKA CITY,122339,70791,57.86,69248,188,188,MAYAMBALA WILLY,10,0.01
MASAKA CITY,122339,70791,57.86,69248,188,188,MUGISHA MUNTU GREGG,105,0.15
MASAKA CITY,122339,70791,57.86,69248,188,188,MWESIGYE FRED,36,0.05
MASAKA CITY,122339,70791,57.86,69248,188,188,TUMUKUNDE HENRY KAKURUGU,46,0.07
MASAKA CITY,122339,70791,57.86,69248,188,188,YOWERI MUSEVENI TIBUHABURWA KAGUTA,14992,21.65
MASAKA CITY,122339,70791,57.86,69248,188,188,Invalid Votes,1543,2.18
MASINDI,154805,86541,55.9,82177,269,269,AMURIAT OBOI PATRICK,1117,1.36
MASINDI,154805,86541,55.9,82177,269,269,KABULETA KIIZA JOSEPH,2721,3.31
MASINDI,154805,86541,55.9,82177,269,269,KALEMBE NANCY LINDA,191,0.23
MASINDI,154805,86541,55.9,82177,269,269,KATUMBA JOHN,282,0.34
MASINDI,154805,86541,55.9,82177,269,269,KYAGULANYI SSENTAMU ROBERT,20879,25.41
MASINDI,154805,86541,55.9,82177,269,269,MAO NORBERT,203,0.25
MASINDI,154805,86541,55.9,82177,269,269,MAYAMBALA WILLY,97,0.12
MASINDI,154805,86541,55.9,82177,269,269,MUGISHA MUNTU GREGG,358,0.44
MASINDI,154805,86541,55.9,82177,269,269,MWESIGYE FRED,314,0.38
MASINDI,154805,86541,55.9,82177,269,269,TUMUKUNDE HENRY KAKURUGU,411,0.5
MASINDI,154805,86541,55.9,82177,269,269,YOWERI MUSEVENI TIBUHABURWA KAGUTA,55604,67.66
MASINDI,154805,86541,55.9,82177,269,269,Invalid Votes,4364,5.04
MAYUGE,231116,122114,52.84,117627,437,437,AMURIAT OBOI PATRICK,1005,0.85
MAYUGE,231116,122114,52.84,117627,437,437,KABULETA KIIZA JOSEPH,194,0.16
MAYUGE,231116,122114,52.84,117627,437,437,KALEMBE NANCY LINDA,754,0.64
MAYUGE,231116,122114,52.84,117627,437,437,KATUMBA JOHN,423,0.36
MAYUGE,231116,122114,52.84,117627,437,437,KYAGULANYI SSENTAMU ROBERT,62938,53.51
MAYUGE,231116,122114,52.84,117627,437,437,MAO NORBERT,216,0.18
MAYUGE,231116,122114,52.84,117627,437,437,MAYAMBALA WILLY,104,0.09
MAYUGE,231116,122114,52.84,117627,437,437,MUGISHA MUNTU GREGG,313,0.27
MAYUGE,231116,122114,52.84,117627,437,437,MWESIGYE FRED,208,0.18
MAYUGE,231116,122114,52.84,117627,437,437,TUMUKUNDE HENRY KAKURUGU,540,0.46
MAYUGE,231116,122114,52.84,117627,437,437,YOWERI MUSEVENI TIBUHABURWA KAGUTA,50932,43.3
MAYUGE,231116,122114,52.84,117627,437,437,Invalid Votes,4487,3.67
MBALE,108400,71304,65.78,68701,240,240,AMURIAT OBOI PATRICK,1309,1.91
MBALE,108400,71304,65.78,68701,240,240,KABULETA KIIZA JOSEPH,170,0.25
MBALE,108400,71304,65.78,68701,240,240,KALEMBE NANCY LINDA,321,0.47
MBALE,108400,71304,65.78,68701,240,240,KATUMBA JOHN,159,0.23
MBALE,108400,71304,65.78,68701,240,240,KYAGULANYI SSENTAMU ROBERT,28935,42.12
MBALE,108400,71304,65.78,68701,240,240,MAO NORBERT,135,0.2
MBALE,108400,71304,65.78,68701,240,240,MAYAMBALA WILLY,69,0.1
MBALE,108400,71304,65.78,68701,240,240,MUGISHA MUNTU GREGG,170,0.25
MBALE,108400,71304,65.78,68701,240,240,MWESIGYE FRED,137,0.2
MBALE,108400,71304,65.78,68701,240,240,TUMUKUNDE HENRY KAKURUGU,190,0.28
MBALE,108400,71304,65.78,68701,240,240,YOWERI MUSEVENI TIBUHABURWA KAGUTA,37106,54.01
MBALE,108400,71304,65.78,68701,240,240,Invalid Votes,2603,3.65
MBALE CITY,147774,78497,53.12,75369,276,276,AMURIAT OBOI PATRICK,2037,2.7
MBALE CITY,147774,78497,53.12,75369,276,276,KABULETA KIIZA JOSEPH,117,0.16
MBALE CITY,147774,78497,53.12,75369,276,276,KALEMBE NANCY LINDA,249,0.33
MBALE CITY,147774,78497,53.12,75369,276,276,KATUMBA JOHN,239,0.32
MBALE CITY,147774,78497,53.12,75369,276,276,KYAGULANYI SSENTAMU ROBERT,42267,56.08
MBALE CITY,147774,78497,53.12,75369,276,276,MAO NORBERT,173,0.23
MBALE CITY,147774,78497,53.12,75369,276,276,MAYAMBALA WILLY,48,0.06
MBALE CITY,147774,78497,53.12,75369,276,276,MUGISHA MUNTU GREGG,147,0.2
MBALE CITY,147774,78497,53.12,75369,276,276,MWESIGYE FRED,193,0.26
MBALE CITY,147774,78497,53.12,75369,276,276,TUMUKUNDE HENRY KAKURUGU,182,0.24
MBALE CITY,147774,78497,53.12,75369,276,276,YOWERI MUSEVENI TIBUHABURWA KAGUTA,29717,39.43
MBALE CITY,147774,78497,53.12,75369,276,276,Invalid Votes,3128,3.98
MBARARA,84209,58055,68.94,56636,159,159,AMURIAT OBOI PATRICK,660,1.17
MBARARA,84209,58055,68.94,56636,159,159,KABULETA KIIZA JOSEPH,108,0.19
MBARARA,84209,58055,68.94,56636,159,159,KALEMBE NANCY LINDA,82,0.14
MBARARA,84209,58055,68.94,56636,159,159,KATUMBA JOHN,259,0.46
MBARARA,84209,58055,68.94,56636,159,159,KYAGULANYI SSENTAMU ROBERT,4586,8.1
MBARARA,84209,58055,68.94,56636,159,159,MAO NORBERT,57,0.1
MBARARA,84209,58055,68.94,56636,159,159,MAYAMBALA WILLY,12,0.02
MBARARA,84209,58055,68.94,56636,159,159,MUGISHA MUNTU GREGG,792,1.4
MBARARA,84209,58055,68.94,56636,159,159,MWESIGYE FRED,83,0.15
MBARARA,84209,58055,68.94,56636,159,159,TUMUKUNDE HENRY KAKURUGU,190,0.34
MBARARA,84209,58055,68.94,56636,159,159,YOWERI MUSEVENI TIBUHABURWA KAGUTA,49807,87.94
MBARARA,84209,58055,68.94,56636,159,159,Invalid Votes,1419,2.44
